285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
0 46 1 3 0
1 49 1 3 0
2 52 0 3 0
2 55 -2 2 0
0 57 0 0 0
297 56 -3 -1 0
294 55 -3 -1 0
291 54 -3 -1 0
288 53 -1 -2 0
287 51 -1 -2 0
286 49 0 -3 0
286 46 -1 -3 0
285 43 0 -3 0
285 40 0 -3 0
285 37 3 0 0
288 37 2 1 0
290 38 2 2 0
292 40 2 2 0
294 42 1 3 0
295 45 1 3 0
296 48 0 3 0
296 51 -2 2 0
294 53 -3 0 0
291 53 -3 -1 0
288 52 -2 -2 0
286 50 -1 -3 0
285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
0 46 1 3 0
1 49 1 3 0
2 52 0 3 0
2 55 -2 2 0
0 57 0 0 0
297 56 -3 -1 0
294 55 -3 -1 0
291 54 -3 -1 0
288 53 -1 -2 0
287 51 -1 -2 0
286 49 0 -3 0
286 46 -1 -3 0
285 43 0 -3 0
285 40 0 -3 0
285 37 3 0 0
288 37 2 1 0
290 38 2 2 0
292 40 2 2 0
294 42 1 3 0
295 45 1 3 0
296 48 0 3 0
296 51 -2 2 0
294 53 -3 0 0
291 53 -3 -1 0
288 52 -2 -2 0
286 50 -1 -3 0
285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
0 46 1 3 0
1 49 1 3 0
2 52 0 3 0
2 55 -2 2 0
0 57 0 0 0
297 56 -3 -1 0
294 55 -3 -1 0
291 54 -3 -1 0
288 53 -1 -2 0
287 51 -1 -2 0
286 49 0 -3 0
286 46 -1 -3 0
285 43 0 -3 0
285 40 0 -3 0
285 37 3 0 0
288 37 2 1 0
290 38 2 2 0
292 40 2 2 0
294 42 1 3 0
295 45 1 3 0
296 48 0 3 0
296 51 -2 2 0
294 53 -3 0 0
291 53 -3 -1 0
288 52 -2 -2 0
286 50 -1 -3 0
285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
0 46 1 3 0
1 49 1 3 0
2 52 0 3 0
2 55 -2 2 0
0 57 0 0 0
297 56 -3 -1 0
294 55 -3 -1 0
291 54 -3 -1 0
288 53 -1 -2 0
287 51 -1 -2 0
286 49 0 -3 0
286 46 -1 -3 0
285 43 0 -3 0
285 40 0 -3 0
285 37 3 0 0
288 37 2 1 0
290 38 2 2 0
292 40 2 2 0
294 42 1 3 0
295 45 1 3 0
296 48 0 3 0
296 51 -2 2 0
294 53 -3 0 0
291 53 -3 -1 0
288 52 -2 -2 0
286 50 -1 -3 0
285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
0 46 1 3 0
1 49 1 3 0
2 52 0 3 0
2 55 -2 2 0
0 57 0 0 0
297 56 -3 -1 0
294 55 -3 -1 0
291 54 -3 -1 0
288 53 -1 -2 0
287 51 -1 -2 0
286 49 0 -3 0
286 46 -1 -3 0
285 43 0 -3 0
285 40 0 -3 0
285 37 3 0 0
288 37 2 1 0
290 38 2 2 0
292 40 2 2 0
294 42 1 3 0
295 45 1 3 0
296 48 0 3 0
296 51 -2 2 0
294 53 -3 0 0
291 53 -3 -1 0
288 52 -2 -2 0
286 50 -1 -3 0
285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
0 46 1 3 0
1 49 1 3 0
2 52 0 3 0
2 55 -2 2 0
0 57 0 0 0
297 56 -3 -1 0
294 55 -3 -1 0
291 54 -3 -1 0
288 53 -1 -2 0
287 51 -1 -2 0
286 49 0 -3 0
286 46 -1 -3 0
285 43 0 -3 0
285 40 0 -3 0
285 37 3 0 0
288 37 2 1 0
290 38 2 2 0
292 40 2 2 0
294 42 1 3 0
295 45 1 3 0
296 48 0 3 0
296 51 -2 2 0
294 53 -3 0 0
291 53 -3 -1 0
288 52 -2 -2 0
286 50 -1 -3 0
285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
0 46 1 3 0
1 49 1 3 0
2 52 0 3 0
2 55 -2 2 0
0 57 0 0 0
297 56 -3 -1 0
294 55 -3 -1 0
291 54 -3 -1 0
288 53 -1 -2 0
287 51 -1 -2 0
286 49 0 -3 0
286 46 -1 -3 0
285 43 0 -3 0
285 40 0 -3 0
285 37 3 0 0
288 37 2 1 0
290 38 2 2 0
292 40 2 2 0
294 42 1 3 0
295 45 1 3 0
296 48 0 3 0
296 51 -2 2 0
294 53 -3 0 0
291 53 -3 -1 0
288 52 -2 -2 0
286 50 -1 -3 0
285 47 -1 -3 0
284 44 -1 -3 0
283 41 -1 -3 0
282 38 1 -3 0
283 35 3 0 0
286 35 3 -1 0
289 34 3 0 0
292 34 2 2 0
294 36 3 0 0
297 36 0 0 0
0 37 0 3 0
0 40 0 3 0
0 43 0 3 0
269 62 1 -2 0.0188679
270 60 3 -1 0.0188679
273 59 4 0 0.0188679
277 59 5 1 0.0188679
282 60 5 0 0.0188679
287 60 6 0 0.0188679
293 60 0 0 0.0188679
0 59 7 1 0.0188679
7 60 7 2 0.0188679
14 62 7 2 0.0188679
21 64 8 1 0.0188679
29 65 8 0 0.0188679
37 65 8 0 0.0188679
45 65 8 -1 0.0188679
53 64 7 1 0.0188679
60 65 8 1 0.0188679
68 66 8 0 0.0188679
76 66 8 0 0.0188679
84 66 7 1 0.0188679
91 67 7 -1 0.0188679
98 66 6 -2 0.0188679
104 64 5 -2 0.0188679
109 62 5 1 0.0188679
114 63 4 0 0.0188679
118 63 2 -3 0.0188679
120 60 3 -2 0.0188679
123 58 3 -1 0.0188679
126 57 2 -2 0.0188679
128 55 2 -2 0.0188679
130 53 2 -2 0.0188679
132 51 3 -2 0.0188679
135 49 1 -4 0.0188679
136 45 -2 -3 0.0188679
134 42 -2 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
134 46 -1 -4 0.0188679
133 42 -1 -3 0.0188679
132 39 3 0 0.0188679
135 39 0 4 0.0188679
135 43 -1 4 0.0188679
134 47 1 -4 0.0188679
135 43 -2 -3 0.0188679
133 40 0 -3 0.0188679
133 37 2 3 0.0188679
135 40 0 4 0.0188679
135 44 0 4 0.0188679
135 48 4 -2 0.0188679
139 46 -1 -4 0.0188679
138 42 -2 3 0.0188679
136 45 -2 -3 0.0188679
134 42 0 4 0.0188679
269 62 1 -2 0.0377358
270 60 3 -1 0.0377358
273 59 4 0 0.0377358
277 59 5 1 0.0377358
282 60 5 -1 0.0377358
287 59 6 -2 0.0377358
293 57 0 0 0.0377358
0 57 6 1 0.0377358
6 58 7 1 0.0377358
13 59 7 -2 0.0377358
20 57 7 -2 0.0377358
27 55 7 0 0.0377358
34 55 7 -2 0.0377358
41 53 8 0 0.0377358
49 53 7 1 0.0377358
56 54 6 2 0.0377358
62 56 6 -2 0.0377358
68 54 6 -1 0.0377358
74 53 5 -1 0.0377358
79 52 5 -1 0.0377358
84 51 3 -3 0.0377358
87 48 2 -3 0.0377358
89 45 1 -3 0.0377358
90 42 1 -3 0.0377358
91 39 3 -1 0.0377358
94 38 2 -3 0.0377358
96 35 3 0 0.0377358
99 35 3 -2 0.0377358
102 33 3 -1 0.0377358
105 32 3 -2 0.0377358
108 30 2 -2 0.0377358
110 28 3 -2 0.0377358
113 26 2 -3 0.0377358
115 23 2 -3 0.0377358
117 20 2 -2 0.0377358
119 18 3 0 0.0377358
122 18 2 -3 0.0377358
124 15 3 0 0.0377358
127 15 1 -2 0.0377358
128 13 3 -1 0.0377358
131 12 2 -1 0.0377358
133 11 3 0 0.0377358
136 11 2 0 0.0377358
138 11 3 1 0.0377358
141 12 2 3 0.0377358
143 15 3 3 0.0377358
146 18 3 1 0.0377358
149 19 3 1 0.0377358
152 20 2 1 0.0377358
154 21 3 0 0.0377358
157 21 3 1 0.0377358
160 22 3 1 0.0377358
163 23 3 2 0.0377358
166 25 2 3 0.0377358
168 28 1 3 0.0377358
169 31 -2 3 0.0377358
167 34 -3 2 0.0377358
164 36 -3 1 0.0377358
161 37 3 2 0.0377358
164 39 -3 0 0.0377358
161 39 -3 1 0.0377358
158 40 4 1 0.0377358
162 41 0 -3 0.0377358
162 38 -3 1 0.0377358
159 39 3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
160 38 2 2 0.0377358
162 40 3 -1 0.0377358
165 39 -3 0 0.0377358
162 39 -3 1 0.0377358
159 40 3 -1 0.0377358
162 39 3 0 0.0377358
165 39 3 1 0.0377358
168 40 -3 0 0.0377358
165 40 -3 0 0.0377358
162 40 -2 -2 0.0377358
