170 48 0
95 44 0
109 68 0
295 34 0
112 60 0
171 69 0
102 55 0
188 69 0
95 63 0
113 63 0
101 52 0
269 32 0
90 29 0
177 68 0
106 45 0
89 69 0
110 65 0
91 67 0
116 62 0
272 62 0
101 54 0
106 58 0
95 23 0
100 40 0
271 31 0
97 41 0
173 62 0
177 64 0
114 62 0
90 30 0
100 35 0
269 36 0
92 51 0
96 51 0
174 63 0
277 52 0
175 67 0
189 62 0
95 39 0
97 68 0
99 50 0
97 58 0
104 41 0
107 51 0
112 58 0
296 31 0
104 38 0
172 51 0
161 68 0
175 65 0
106 57 0
174 49 0
103 55 0
93 31 0
109 56 0
101 48 0
92 31 0
98 45 0
91 61 0
176 66 0
104 58 0
89 35 0
182 68 0
107 59 0
276 42 0
103 43 0
88 24 0
170 49 0
275 41 0
96 22 0
95 22 0
100 47 0
174 64 0
188 68 0
111 65 0
90 44 0
188 67 0
94 68 0
181 68 0
191 69 0
105 57 0
101 45 0
104 47 0
166 39 0
174 44 0
106 48 0
90 34 0
96 68 0
176 61 0
95 56 0
93 18 0
175 62 0
176 54 0
173 51 0
98 36 0
171 57 0
258 55 0
113 65 0
106 60 0
115 59 0
89 25 0
188 64 0
275 39 0
273 40 0
90 48 0
273 34 0
92 30 0
103 49 0
103 50 0
110 61 0
93 68 0
88 26 0
172 67 0
104 40 0
179 67 0
162 68 0
174 60 0
104 48 0
294 26 0
180 66 0
178 60 0
165 58 0
109 57 0
101 39 0
274 37 0
105 55 0
103 57 0
89 27 0
277 53 0
90 17 0
179 69 0
114 60 0
116 67 0
186 62 0
95 43 0
177 53 0
268 31 0
178 54 0
107 49 0
187 53 0
103 44 0
103 42 0
265 38 0
101 41 0
173 59 0
169 40 0
112 66 0
109 62 0
270 33 0
189 68 0
102 58 0
109 52 0
96 56 0
248 52 0
25 66 0
113 60 0
90 68 0
110 69 0
110 60 0
109 48 0
186 60 0
91 2 0
173 67 0
178 63 0
116 68 0
179 58 0
97 69 0
106 69 0
97 66 0
174 50 0
107 68 0
100 52 0
92 55 0
264 41 0
103 48 0
106 52 0
93 41 0
99 42 0
174 66 0
171 52 0
95 24 0
172 69 0
96 61 0
109 55 0
98 34 0
116 69 0
161 69 0
115 62 0
275 42 0
91 69 0
100 46 0
109 69 0
181 69 0
92 41 0
168 39 0
95 45 0
110 57 0
177 61 0
106 53 0
97 53 0
183 69 0
96 43 0
169 68 0
173 68 0
108 48 0
116 63 0
93 17 0
90 22 0
101 31 0
172 62 0
189 56 0
164 66 0
106 46 0
98 67 0
95 50 0
98 46 0
260 45 0
97 44 0
95 38 0
104 49 0
292 18 0
179 68 0
170 67 0
291 20 0
175 68 0
295 36 0
172 63 0
110 56 0
104 68 0
91 40 0
174 47 0
274 60 0
97 40 0
174 62 0
292 16 0
163 67 0
273 22 0
108 64 0
115 67 0
90 21 0
165 43 0
97 43 0
168 69 0
91 4 0
183 68 0
105 47 0
100 34 0
94 47 0
93 66 0
95 59 0
92 38 0
190 65 0
108 56 0
174 58 0
102 44 0
101 33 0
91 41 0
187 66 0
94 49 0
96 65 0
190 64 0
174 59 0
91 37 0
100 42 0
108 68 0
173 63 0
89 36 0
173 47 0
97 60 0
178 55 0
164 63 0
169 56 0
275 37 0
259 60 0
96 60 0
165 38 0
107 48 0
103 53 0
114 65 0
167 47 0
188 61 0
272 35 0
94 52 0
94 30 0
94 67 0
104 59 0
102 42 0
98 41 0
92 54 0
174 43 0
177 63 0
108 66 0
162 66 0
90 37 0
96 41 0
289 61 0
175 56 0
97 27 0
89 16 0
98 32 0
107 69 0
162 69 0
190 66 0
173 46 0
95 60 0
96 52 0
100 30 0
99 31 0
272 61 0
274 36 0
187 65 0
115 60 0
95 61 0
93 44 0
101 69 0
91 45 0
264 39 0
164 65 0
105 39 0
277 49 0
91 55 0
294 25 0
175 60 0
90 45 0
96 36 0
96 53 0
190 69 0
266 37 0
187 59 0
91 34 0
97 46 0
274 48 0
96 38 0
97 29 0
173 64 0
91 43 0
95 48 0
165 40 0
277 54 0
174 61 0
246 39 0
188 59 0
173 48 0
178 62 0
169 51 0
168 68 0
296 35 0
95 40 0
191 65 0
91 65 0
172 66 0
177 51 0
277 51 0
188 57 0
115 63 0
97 37 0
172 60 0
173 42 0
96 40 0
99 35 0
102 43 0
95 49 0
89 32 0
269 30 0
106 55 0
115 68 0
105 67 0
177 59 0
107 64 0
277 46 0
114 63 0
289 68 0
179 56 0
171 53 0
175 61 0
191 67 0
271 30 0
171 66 0
252 61 0
181 67 0
176 49 0
186 58 0
171 51 0
110 55 0
96 57 0
101 37 0
263 50 0
89 31 0
106 64 0
261 45 0
109 67 0
174 55 0
96 66 0
97 38 0
277 45 0
175 45 0
174 52 0
110 66 0
92 43 0
170 66 0
110 64 0
275 55 0
163 55 0
276 52 0
101 32 0
248 38 0
180 68 0
112 62 0
101 43 0
90 33 0
176 58 0
111 64 0
173 56 0
276 51 0
102 51 0
170 51 0
101 64 0
95 47 0
94 27 0
189 66 0
106 56 0
179 64 0
111 69 0
276 40 0
174 68 0
113 68 0
95 21 0
110 62 0
100 36 0
296 26 0
179 63 0
268 36 0
270 32 0
117 69 0
105 65 0
169 67 0
169 69 0
172 48 0
93 37 0
187 54 0
105 52 0
92 66 0
101 36 0
293 21 0
107 61 0
90 26 0
161 66 0
174 45 0
168 40 0
113 66 0
90 31 0
188 63 0
105 68 0
179 55 0
267 32 0
175 49 0
270 31 0
95 36 0
108 58 0
98 40 0
188 66 0
103 47 0
104 44 0
93 30 0
105 66 0
104 60 0
96 34 0
100 45 0
172 52 0
88 28 0
103 39 0
98 50 0
188 55 0
107 65 0
109 66 0
100 54 0
96 67 0
88 23 0
97 31 0
108 45 0
294 36 0
89 34 0
93 64 0
272 37 0
91 38 0
99 36 0
187 61 0
100 32 0
95 58 0
95 51 0
109 65 0
103 58 0
108 46 0
173 60 0
112 68 0
103 45 0
113 59 0
96 35 0
102 46 0
103 52 0
295 30 0
99 54 0
173 57 0
105 40 0
269 35 0
116 66 0
97 32 0
177 54 0
89 26 0
91 50 0
90 27 0
91 51 0
100 58 0
258 48 0
103 64 0
100 55 0
99 38 0
109 64 0
101 68 0
186 55 0
90 2 0
94 65 0
90 3 0
107 60 0
97 39 0
112 61 0
92 42 0
106 44 0
276 53 0
271 34 0
253 43 0
97 45 0
105 60 0
171 56 0
274 39 0
290 68 0
93 42 0
295 26 0
102 49 0
91 68 0
176 69 0
173 55 0
99 55 0
174 54 0
111 68 0
93 48 0
105 41 0
106 68 0
102 64 0
274 53 0
99 52 0
107 54 0
99 41 0
291 15 0
181 66 0
171 46 0
101 63 0
186 65 0
273 37 0
171 50 0
88 32 0
174 56 0
172 50 0
275 48 0
97 35 0
113 69 0
265 49 0
172 42 0
91 23 0
162 58 0
88 22 0
164 59 0
171 65 0
176 48 0
174 69 0
109 61 0
90 38 0
97 26 0
163 60 0
105 49 0
171 61 0
247 40 0
172 49 0
172 57 0
114 68 0
262 65 0
96 62 0
175 51 0
176 65 0
109 60 0
111 62 0
187 56 0
269 69 0
105 59 0
171 60 0
111 61 0
104 64 0
104 52 0
163 69 0
90 69 0
102 36 0
179 65 0
271 35 0
191 66 0
95 42 0
274 34 0
173 65 0
93 36 0
91 52 0
110 68 0
95 68 0
97 34 0
264 43 0
196 60 0
100 39 0
246 40 0
101 58 0
102 69 0
256 45 0
292 23 0
99 34 0
103 46 0
114 61 0
113 64 0
91 39 0
107 53 0
99 48 0
117 68 0
108 51 0
99 47 0
106 67 0
103 59 0
172 56 0
95 69 0
179 59 0
103 61 0
162 65 0
99 45 0
273 26 0
103 63 0
104 61 0
101 38 0
90 18 0
106 50 0
272 21 0
94 26 0
117 67 0
267 40 0
247 52 0
178 56 0
93 16 0
26 56 0
165 41 0
267 33 0
102 62 0
298 67 0
170 39 0
94 64 0
176 59 0
96 45 0
107 52 0
186 59 0
90 28 0
272 41 0
104 62 0
172 46 0
273 42 0
89 29 0
102 35 0
103 62 0
114 66 0
102 68 0
109 63 0
277 43 0
272 63 0
269 62 1
